manuscript_type,novel_biologging,other_data,biologging_fair,other_fair,authors,title,source,year,volume,issue,doi,pub_type,id
,,,,,"van der Wal, R; Zeng, C; Heptinstall, D; Ponnamperuma, K; Mellish, C; Ben, S; Siddharthan, A",Automated data analysis to rapidly derive and communicate ecological insights from satellite-tag data: A case study of reintroduced red kites,AMBIO,2015,44,NA,10.1007/s13280-015-0711-3,J,vanderwal2015
,,,,,"Elliott, RG; Montgomery, JC; Della Penna, A; Radford, CA",Satellite tags describe movement and diving behaviour of blue sharks Prionace glauca in the southwest Pacific,MARINE ECOLOGY PROGRESS SERIES,2022,689,NA,10.3354/meps14037,J,elliott2022
,,,,,"DiMatteo, A; Lockhart, G; Barco, S",Normalizing home ranges of immature Kemp's ridley turtles (Lepidochelys kempii) in an important estuarine foraging area to better assess their spatial distribution,MARINE BIOLOGY RESEARCH,2021,17,1,10.1080/17451000.2021.1896004,J,dimatteo2021
,,,,,"Stokesbury, MJW; Dadswell, MJ; Holland, KN; Jackson, GD; Bowen, WD; O'Dor, RK",Tracking Diadromous Fishes at Sea: The Electronic Future Using Hybrid Acoustic and Archival Tags,CHALLENGES FOR DIADROMOUS FISHES IN A DYNAMIC GLOBAL ENVIRONMENT,2009,69,NA,NA,C,stokesbury2009
,,,,,"Preston, TJ; Chiaradia, A; Caarels, SA; Reina, RD",Fine scale biologging of an inshore marine animal,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2010,390,2,10.1016/j.jembe.2010.04.034,J,preston2010
,,,,,"Barbraud, C; Weimerskirch, H",Assessing the effect of satellite transmitters on the demography of the Wandering Albatross Diomedea exulans,JOURNAL OF ORNITHOLOGY,2012,153,2,10.1007/s10336-011-0752-8,J,barbraud2012
,,,,,"O'Toole, AC; Murchie, KJ; Pullen, C; Hanson, KC; Suski, CD; Danylchuk, AJ; Cooke, SJ",Locomotory activity and depth distribution of adult great barracuda (Sphyraena barracuda) in Bahamian coastal habitats determined using acceleration and pressure biotelemetry transmitters,MARINE AND FRESHWATER RESEARCH,2010,61,12,10.1071/MF10046,J,otoole2010
,,,,,"Williams, HJ; Shepard, ELC; Holton, MD; Alarcon, PAE; Wilson, RP; Lambertucci, SA",Physical limits of flight performance in the heaviest soaring bird,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2020,117,30,10.1073/pnas.1907360117,J,williams2020b
,,,,,"Kochanny, CO; Delgiudice, GD; Fieberg, J",Comparing Global Positioning System and Very High Frequency Telemetry Home Ranges of White-Tailed Deer,JOURNAL OF WILDLIFE MANAGEMENT,2009,73,5,10.2193/2008-394,J,kochanny2009
,,,,,"Homburger, H; Luscher, A; Scherer-Lorenzen, M; Schneider, MK","Patterns of livestock activity on heterogeneous subalpine pastures reveal distinct responses to spatial autocorrelation, environment and management",MOVEMENT ECOLOGY,2015,3,NA,10.1186/s40462-015-0053-6,J,homburger2015
,,,,,"Bidder, OR; Walker, JS; Jones, MW; Holton, MD; Urge, P; Scantlebury, DM; Marks, NJ; Magowan, EA; Maguire, IE; Wilson, RP",Step by step: reconstruction of terrestrial animal movement paths by dead-reckoning,MOVEMENT ECOLOGY,2015,3,NA,10.1186/s40462-015-0055-4,J,bidder2015
,,,,,"Brown, TM; Luque, S; Sjare, B; Fisk, AT; Helbing, CC; Reimer, KJ","Satellite Telemetry Informs PCB Source Apportionment in a Mobile, High Trophic Level Marine Mammal: The Ringed Seal (Pusa hispida)",ENVIRONMENTAL SCIENCE & TECHNOLOGY,2014,48,22,10.1021/es504010q,J,brown2014b
,,,,,"Trierweiler, C; Mullie, WC; Drent, RH; Exo, KM; Komdeur, J; Bairlein, F; Harouna, A; de Bakker, M; Koks, BJ",A Palaearctic migratory raptor species tracks shifting prey availability within its wintering range in the Sahel,JOURNAL OF ANIMAL ECOLOGY,2013,82,1,10.1111/j.1365-2656.2012.02036.x,J,trierweiler2013
,,,,,"Bridger, CJ; Booth, RK; McKinley, RS; Scruton, DA; Lindstrom, RT","Monitoring fish behaviour with a remote, combined acoustic/radio biotelemetry system",JOURNAL OF APPLIED ICHTHYOLOGY,2001,17,3,NA,J,bridger2001
,,,,,"Nielsen, A; Sibert, JR; Kohin, S; Musyl, MK",State Space Model for Light Based Tracking of Marine Animals: Validation on Swimming and Diving Creatures,TAGGING AND TRACKING OF MARINE ANIMALS WITH ELECTRONIC DEVICES,2009,9,NA,10.1007/978-1-4020-9640-2_18,C,nielsen2009
,,,,,"Forin-Wiart, MA; Hubert, P; Sirguey, P; Poulle, ML","Performance and Accuracy of Lightweight and Low-Cost GPS Data Loggers According to Antenna Positions, Fix Intervals, Habitats and Animal Movements",PLOS ONE,2015,10,6,10.1371/journal.pone.0129271,J,forinwiart2015
,,,,,"Olnes, J; Citta, JJ; Quakenbush, LT; George, JC; Harwood, LA; Lea, EV; Heide-Jorgensen, MP","Use of the Alaskan Beaufort Sea by Bowhead Whales (Balaena mysticetus) Tagged with Satellite Transmitters, 2006-18",ARCTIC,2020,73,3,10.14430/arctic70865,J,olnes2020b
,,,,,"Kletty, F; Tissier, M; Kourkgy, C; Capber, F; Zahariev, A; Chatelain, N; Courtecuisse, J; Le Maho, Y; Habold, C",A focus on the European hamster to illustrate how to monitor endangered species,INTEGRATIVE ZOOLOGY,2019,14,1,10.1111/1749-4877.12375,J,kletty2019
,,,,,"Wakefield, ED; Phillips, RA; Matthiopoulos, J",Quantifying habitat use and preferences of pelagic seabirds using individual movement data: a review,MARINE ECOLOGY PROGRESS SERIES,2009,391,NA,10.3354/meps08203,J,wakefield2009
,,,,,"Taylor, PD; Crewe, TL; Mackenzie, SA; Lepage, D; Aubry, Y; Crysler, Z; Finney, G; Francis, CM; Guglielmo, CG; Hamilton, DJ; Holberton, RL; Loring, PH; Mitchell, GW; Norris, DR; Paquet, J; Ronconi, RA; Smetzer, JR; Smith, PA; Welch, LJ; Woodworth, BK",The Motus Wildlife Tracking System: a collaborative research network to enhance the understanding of wildlife movement,AVIAN CONSERVATION AND ECOLOGY,2017,12,1,10.5751/ACE-00953-120108,J,taylor2017
,,,,,"Ratanakorn, P; Wiratsudakul, A; Wiriyarat, W; Eiamampai, K; Farmer, AH; Webster, RG; Chaichoune, K; Suwanpakdee, S; Pothieng, D; Puthavathana, P",Satellite Tracking on the Flyways of Brown-Headed Gulls and Their Potential Role in the Spread of Highly Pathogenic Avian Influenza H5N1 Virus,PLOS ONE,2012,7,11,10.1371/journal.pone.0049939,J,ratanakorn2012
,,,,,"Bailey, H; Shillinger, G; Palacios, D; Bograd, S; Spotila, J; Paladino, F; Block, B",Identifying and comparing phases of movement by leatherback turtles using state-space models,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2008,356,1-2,10.1016/j.jembe.2007.12.020,J,bailey2008
,,,,,"Hammerschlag, N; Gallagher, AJ; Lazarre, DM",A review of shark satellite tagging studies,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2011,398,1-2,10.1016/j.jembe.2010.12.012,J,hammerschlag2011
,,,,,"Jones, TT; Van Houtan, KS; Bostrom, BL; Ostafichuk, P; Mikkelsen, J; Tezcan, E; Carey, M; Imlach, B; Seminoff, JA",Calculating the ecological impacts of animal-borne instruments on aquatic organisms,METHODS IN ECOLOGY AND EVOLUTION,2013,4,12,10.1111/2041-210X.12109,J,jones2013
,,,,,"Steenhof, K; Bates, KK; Fuller, MR; Kochert, MN; McKinley, JO; Lukacs, PM",Effects of radiomarking on prairie falcons: Attachment failures provide insights about survival,WILDLIFE SOCIETY BULLETIN,2006,34,1,10.2193/0091-7648(2006)34[116:EOROPF]2.0.CO;2,J,steenhof2006
,,,,,"Costa, DP; Robinson, PW; Arnould, JPY; Harrison, AL; Simmons, SE; Hassrick, JL; Hoskins, AJ; Kirkman, SP; Oosthuizen, H; Villegas-Amtmann, S; Crocker, DE",Accuracy of ARGOS Locations of Pinnipeds at-Sea Estimated Using Fastloc GPS,PLOS ONE,2010,5,1,10.1371/journal.pone.0008677,J,costa2010b
,,,,,"Bentaleb, I; Martin, C; Vrac, M; Mate, B; Mayzaud, P; Siret, D; de Stephanis, R; Guinet, C",Foraging ecology of Mediterranean fin whales in a changing environment elucidated by satellite tracking and baleen plate stable isotopes,MARINE ECOLOGY PROGRESS SERIES,2011,438,NA,10.3354/meps09269,J,bentaleb2011
,,,,,"Chakravarty, P; Cozzi, G; Ozgul, A; Aminian, K",A novel biomechanical approach for animal behaviour recognition using accelerometers,METHODS IN ECOLOGY AND EVOLUTION,2019,10,6,10.1111/2041-210X.13172,J,chakravarty2019a
,,,,,"Sara, M; Bondi, S; Bermejo, A; Bourgeois, M; Bouzin, M; Bustamante, J; de la Puente, J; Evangelidis, A; Frassanito, A; Fulco, E; Giglio, G; Gradev, G; Griggio, M; Lopez-Ricaurte, L; Kordopatis, P; Marin, S; Martinez, J; Mascara, R; Mellone, U; Pellegrino, SC; Pilard, P; Podofillini, S; Romero, M; Gustin, M; Saulnier, N; Serra, L; Sfougaris, A; Urios, V; Visceglia, M; Vlachopoulos, K; Zanca, L; Cecere, JG; Rubolini, D",Broad-front migration leads to strong migratory connectivity in the lesser kestrel (Falco naumanni),JOURNAL OF BIOGEOGRAPHY,2019,46,12,10.1111/jbi.13713,J,sara2019
,,,,,"Brijs, J; Sandblom, E; Axelsson, M; Sundell, K; Sundh, H; Huyben, D; Brostrom, R; Kiessling, A; Berg, C; Grans, A",The final countdown: Continuous physiological welfare evaluation of farmed fish during common aquaculture practices before and during harvest,AQUACULTURE,2018,495,NA,10.1016/j.aquaculture.2018.06.081,J,brijs2018
,,,,,"Buil, JMM; Peckre, LR; Dorge, M; Fichtel, C; Kappeler, PM; Scherberger, H",Remotely releasable collar mechanism for medium-sized mammals: an affordable technology to avoid multiple captures,WILDLIFE BIOLOGY,2019,NA,NA,10.2981/wlb.00581,J,buil2019
,,,,,"Fontes, J; Macena, B; Solleliet-Ferreira, S; Buyle, F; Magalhaes, R; Bartolomeu, T; Liebsch, N; Meyer, C; Afonso, P",The advantages and challenges of non-invasive towed PILOT tags for free-ranging deep-diving megafauna,ANIMAL BIOTELEMETRY,2022,10,1,10.1186/s40317-022-00310-1,J,fontes2022
,,,,,"Swimmer, Y; Campora, CE; Mcnaughton, L; Musyl, M; Parga, M",Post-release mortality estimates of loggerhead sea turtles (Caretta caretta) caught in pelagic longline fisheries based on satellite data and hooking location,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,2014,24,4,10.1002/aqc.2396,J,swimmer2014
,,,,,"Klaassen, RHG; Strandberg, R; Hake, M; Olofsson, P; Tottrup, AP; Alerstam, T","Loop migration in adult marsh harriers Circus aeruginosus, as revealed by satellite telemetry",JOURNAL OF AVIAN BIOLOGY,2010,41,2,10.1111/j.1600-048X.2010.05058.x,J,klaassen2010
,,,,,"Henderson, EE; Deakos, M; Aschettino, J; Englehaupt, D; Alongi, G","Behavior and inter-island movements of satellite-tagged humpback whales in Hawai'i, USA",MARINE ECOLOGY PROGRESS SERIES,2022,685,NA,10.3354/meps13976,J,henderson2022
,,,,,"Yu, DM; Xia, ZR; Yang, XT; Ng, CKY; Yang, K; Wu, ZH; Liu, XF; Hu, HJ",Migratory movements and foraging grounds of endangered green sea turtles in South China Sea based on satellite telemetry during fishing moratorium,FRONTIERS IN MARINE SCIENCE,2023,10,NA,10.3389/fmars.2023.1105264,J,yu2023a
,,,,,"Richard, PR; Heide-Jorgensen, MP; St Aubin, D","Fall movements of belugas (Delphinapterus leucas) with satellite-linked transmitters in Lancaster Sound, Jones Sound, and northern Baffin Bay",ARCTIC,1998,51,1,NA,J,richard1998
,,,,,"Virens, J; Cree, A",Further miniaturisation of the Thermochron iButton to create a thermal bio-logger weighing 0.3 g,JOURNAL OF EXPERIMENTAL BIOLOGY,2018,221,11,10.1242/jeb.176354,J,virens2018
,,,,,"Hartog, JR; Patterson, TA; Hartmann, K; Jumppanen, P; Cooper, S; Bradford, R",Developing Integrated Database Systems for the Management of Electronic Tagging Data,TAGGING AND TRACKING OF MARINE ANIMALS WITH ELECTRONIC DEVICES,2009,9,NA,10.1007/978-1-4020-9640-2_22,C,hartog2009
,,,,,"Lonergan, M; Fedak, M; McConnell, B",The effects of interpolation error and location quality on animal track reconstruction,MARINE MAMMAL SCIENCE,2009,25,2,10.1111/j.1748-7692.2008.00264.x,J,lonergan2009
,,,,,"Green, M; Alerstam, T; Clausen, P; Drent, R; Ebbinge, RS","Dark-bellied Brent Geese Branta bernicla bernicla, as recorded by satellite telemetry, do not minimize flight distance during spring migration",IBIS,2002,144,1,10.1046/j.0019-1019.2001.00017.x,J,green2002a
,,,,,"Double, MC; Andrews-Goff, V; Jenner, KCS; Jenner, MN; Laverick, SM; Branch, TA; Gales, NJ",Migratory Movements of Pygmy Blue Whales (Balaenoptera musculus brevicauda) between Australia and Indonesia as Revealed by Satellite Telemetry,PLOS ONE,2014,9,4,10.1371/journal.pone.0093578,J,double2014
,,,,,"Lauderdale, LK; Shorter, KA; Zhang, D; Gabaldon, J; Mellen, JD; Walsh, MT; Granger, DA; Miller, LJ",Habitat characteristics and animal management factors associated with habitat use by bottlenose dolphins in zoological environments,PLOS ONE,2021,16,8,10.1371/journal.pone.0252010,J,lauderdale2021a
,,,,,"Mills, KL; Gaydos, JK; Fiorello, CV; Whitmer, ER; De La Cruz, S; Mulcahy, DM; Vilchis, LI; Ziccardi, MH",Post-release Survival and Movement of Western Grebes (Aechmophorus occidentalis) Implanted with Intracoelomic Satellite Transmitters,WATERBIRDS,2016,39,2,10.1675/063.039.0208,J,mills2016
,,,,,"Shillinger, GL; Bailey, H; Bograd, SJ; Hazen, EL; Hamann, M; Gaspar, P; Godley, BJ; Wilson, RP; Spotila, JR",Tagging through the stages: technical and ecological challenges in observing life histories through biologging INTRODUCTION,MARINE ECOLOGY PROGRESS SERIES,2012,457,NA,10.3354/meps09816,J,shillinger2012
,,,,,"Naito, Y",What Is Bio-Logging?,AQUATIC MAMMALS,2010,36,3,NA,J,naito2010
,,,,,"Sims, DW; Queiroz, N; Doyle, TK; Houghton, JDR; Hays, GC","Satellite tracking of the World's largest bony fish, the ocean sunfish (Mola mola L.) in the North East Atlantic",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2009,370,1-2,10.1016/j.jembe.2008.12.011,J,sims2009
,,,,,"Girard, I; Dussault, C; Ouellet, JP; Courtois, R; Caron, A",Balancing number of locations with number of individuals in telemetry studies,JOURNAL OF WILDLIFE MANAGEMENT,2006,70,5,10.2193/0022-541X(2006)70[1249:BNOLWN]2.0.CO;2,J,girard2006
,,,,,"Hummell, GF; Li, AY; Mullinax, JM",Very small collars: an evaluation of telemetry location estimators for small mammals,ANIMAL BIOTELEMETRY,2022,10,1,10.1186/s40317-022-00301-2,J,hummell2022
,,,,,"Marais, M; Maloney, SK; Gray, DA",Sickness behaviours in ducks include anorexia but not lethargy,APPLIED ANIMAL BEHAVIOUR SCIENCE,2013,145,3-4,10.1016/j.applanim.2013.02.003,J,marais2013
,,,,,"Traill, LW; Bradshaw, CJA; Brook, BW",Satellite telemetry and seasonal movements of Magpie Geese (Anseranas semipalmata) in tropical northern Australia,EMU-AUSTRAL ORNITHOLOGY,2010,110,2,10.1071/MU09098,J,traill2010
,,,,,"Hart, KM; Zawada, DG; Fujisaki, I; Lidz, BH",Habitat use of breeding green turtles Chelonia mydas tagged in Dry Tortugas National Park: Making use of local and regional MPAs,BIOLOGICAL CONSERVATION,2013,161,NA,10.1016/j.biocon.2013.03.019,J,hart2013
,,,,,"Leos-Barajas, V; Photopoulou, T; Langrock, R; Patterson, TA; Watanabe, YY; Murgatroyd, M; Papastamatiou, YP",Analysis of animal accelerometer data using hidden Markov models,METHODS IN ECOLOGY AND EVOLUTION,2017,8,2,10.1111/2041-210X.12657,J,leosbarajas2017a
,,,,,"Mayer, M; Salek, M; Fox, AD; Lindhoj, FJ; Jacobsen, LB; Sunde, P",Fine-scale movement patterns and habitat selection of little owls (Athene noctua) from two declining populations,PLOS ONE,2021,16,9,10.1371/journal.pone.0256608,J,mayer2021b
,,,,,"Owen-Smith, N; Fryxell, JM; Merrill, EH",Foraging theory upscaled: the behavioural ecology of herbivore movement,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2010,365,1550,10.1098/rstb.2010.0095,J,owensmith2010
,,,,,"Hart, KM; Sartain, AR; Fujisaki, I; Pratt, HL; Morley, D; Feeley, MW","Home range, habitat use, and migrations of hawksbill turtles tracked from Dry Tortugas National Park, Florida, USA",MARINE ECOLOGY PROGRESS SERIES,2012,457,NA,10.3354/meps09744,J,hart2012b
,,,,,"Mosbech, A; Gilchrist, G; Merkel, F; Sonne, C; Flagstad, A; Nyegaard, H",Year-round movements of Northern Common Eiders Somateria mollissima borealis breeding in Arctic Canada and West Greenland followed by satellite telemetry,ARDEA,2006,94,3,NA,J,mosbech2006
,,,,,"Maglietta, R; Piazzolla, D; Piermattei, V; Scagnoli, E; Lecci, R; Marcelli, M; Scuro, M; De Lucia, GA; Marzano, G; De Franco, F; Saccotelli, L; Caccioppoli, R; Coppini, G",Preliminary study on monitoring the loggerhead sea turtle (Caretta caretta) using satellite tracking in the Adriatic and Ionian Seas,2022 IEEE INTERNATIONAL WORKSHOP ON METROLOGY FOR THE SEA LEARNING TO MEASURE SEA HEALTH PARAMETERS (METROSEA),2022,NA,NA,10.1109/METROSEA55331.2022.9950918,C,maglietta2022
,,,,,"Horning, M; Andrews, RD; Bishop, AM; Boveng, PL; Costa, DP; Crocker, DE; Haulena, M; Hindell, M; Hindle, AG; Holser, RR; Hooker, SK; Huckstadt, LA; Johnson, S; Lea, MA; McDonald, BI; McMahon, CR; Robinson, PW; Sattler, RL; Shuert, CR; Steingass, SM; Thompson, D; Tuomi, PA; Williams, CL; Womble, JN",Best practice recommendations for the use of external telemetry devices on pinnipeds,ANIMAL BIOTELEMETRY,2019,7,1,10.1186/s40317-019-0182-6,J,horning2019
,,,,,"Wolfson, DW; Andersen, DE; Fieberg, JR",Using piecewise regression to identify biological phenomena in biotelemetry datasets,JOURNAL OF ANIMAL ECOLOGY,2022,91,9,10.1111/1365-2656.13779,J,wolfson2022
,,,,,"Beal, M; Catry, P; Regalla, A; Barbosa, C; Pires, AJ; Mestre, J; Senhoury, C; Sidina, E; Patricio, AR",Satellite tracking reveals sex-specific migration distance in green turtles (Chelonia mydas),BIOLOGY LETTERS,2022,18,9,10.1098/rsbl.2022.0325,J,beal2022
,,,,,"Vaudo, JJ; Byrne, ME; Wetherbee, BM; Harvey, GM; Shivji, MS","Long-term satellite tracking reveals region-specific movements of a large pelagic predator, the shortfin mako shark, in the western North Atlantic Ocean",JOURNAL OF APPLIED ECOLOGY,2017,54,6,10.1111/1365-2664.12852,J,vaudo2017
,,,,,"Pinto, C; Spezia, L",Markov switching autoregressive models for interpreting vertical movement data with application to an endangered marine apex predator,METHODS IN ECOLOGY AND EVOLUTION,2016,7,4,10.1111/2041-210X.12494,J,pinto2016
,,,,,"Silk, MJ; Croft, DP; Delahay, RJ; Hodgson, DJ; Weber, N; Boots, M; McDonald, RA",The application of statistical network models in disease research,METHODS IN ECOLOGY AND EVOLUTION,2017,8,9,10.1111/2041-210X.12770,J,silk2017
,,,,,"Groom, C; White, NE; Mitchell, N; Roberts, JD; Mawson, P",Assessing the spatial ecology and resource use of a mobile and endangered species in an urbanized landscape using satellite telemetry and DNA faecal metabarcoding,IBIS,2017,159,2,10.1111/ibi.12442,J,groom2017
,,,,,"Queiroz, N; Humphries, NE; Mucientes, G; Hammerschlag, N; Lima, FP; Scales, KL; Miller, PI; Sousa, LL; Seabra, R; Sims, DW",Ocean-wide tracking of pelagic sharks reveals extent of overlap with longline fishing hotspots,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2016,113,6,10.1073/pnas.1510090113,J,queiroz2016
,,,,,"Rosenberg, DH; Petrula, MJ; Schamber, JL; Zwiefelhofer, D; Hollmen, TE; Hill, DD","Seasonal Movements and Distribution of Steller's Eiders (Polysticta stelleri) Wintering at Kodiak Island, Alaska",ARCTIC,2014,67,3,10.14430/arctic4406,J,rosenberg2014
,,,,,"Ainley, DG; Ballard, G; Jones, RM; Jongsomjit, D; Pierce, SD; Smith, WO; Veloz, S","Trophic cascades in the western Ross Sea, Antarctica: revisited",MARINE ECOLOGY PROGRESS SERIES,2015,534,NA,10.3354/meps11394,J,ainley2015
,,,,,"Johnson, DS; London, JM; Lea, MA; Durban, JW",Continuous-time correlated random walk model for animal telemetry data,ECOLOGY,2008,89,5,10.1890/07-1032.1,J,johnson2008c
,,,,,"Walker, E; Bez, N",A pioneer validation of a state-space model of vessel trajectories (VMS) with observers' data,ECOLOGICAL MODELLING,2010,221,17,10.1016/j.ecolmodel.2010.05.007,J,walker2010
,,,,,"Kokubun, N; Kim, JH; Shin, HC; Naito, Y; Takahashi, A",Penguin head movement detected using small accelerometers: a proxy of prey encounter rate,JOURNAL OF EXPERIMENTAL BIOLOGY,2011,214,22,10.1242/jeb.058263,J,kokubun2011
,,,,,"Rozhnov, VV; Hernandez-Blanco, JA; Lukarevskiy, VS; Naidenko, SV; Sorokin, PA; Litvinov, MN; Kotlyar, AK; Pavlov, DS",Application of satellite collars to the study of home range and activity of the Amur tiger (Panthera tigris altaica),BIOLOGY BULLETIN,2011,38,8,10.1134/S1062359011080073,J,rozhnov2011
,,,,,"Williamson, MJ; Tebbs, EJ; Dawson, TP; Curnick, DJ; Ferretti, F; Carlisle, AB; Chapple, TK; Schallert, RJ; Tickler, DM; Harrison, XA; Block, BA; Jacoby, DMP",Analysing detection gaps in acoustic telemetry data to infer differential movement patterns in fish,ECOLOGY AND EVOLUTION,2021,11,6,10.1002/ece3.7226,J,williamson2021
,,,,,"O'Connell, D; Kehl, CE; Taylor, BK; Piacenza, J; Piacenza, S; Faller, KJ",A computational framework for studying energetics and resource management in sea turtle migration and autonomous systems,JOURNAL OF THEORETICAL BIOLOGY,2021,527,NA,10.1016/j.jtbi.2021.110815,J,oconnell2021
,,,,,"Lapointe, NWR; Thiem, JD; Doka, SE; Cooke, SJ",Opportunities for Improving Aquatic Restoration Science and Monitoring through the Use of Animal Electronic-Tagging Technology,BIOSCIENCE,2013,63,5,10.1525/bio.2013.63.5.12,J,lapointe2013
,,,,,"Best, PB; Mate, B; Lagerquist, B","Tag retention, wound healing, and subsequent reproductive history of southern right whales following satellite-tagging",MARINE MAMMAL SCIENCE,2015,31,2,10.1111/mms.12168,J,best2015
,,,,,"Swain, DL; Wark, T; Bishop-Hurley, GJ","Using high fix rate GPS data to determine the relationships between fix rate, prediction errors and patch selection",ECOLOGICAL MODELLING,2008,212,3-4,10.1016/j.ecolmodel.2007.10.027,J,swain2008
,,,,,"Povh, LF; Willers, N; Fleming, PA",Set free: an evaluation of two break-away mechanisms for tracking collars,WILDLIFE RESEARCH,2022,NA,NA,10.1071/WR21176,J,povh2022
,,,,,"Jeantet, L; Hadetskyi, V; Vigon, V; Korysko, F; Paranthoen, N; Chevallier, D",Estimation of the Maternal Investment of Sea Turtles by Automatic Identification of Nesting Behavior and Number of Eggs Laid from a Tri-Axial Accelerometer,ANIMALS,2022,12,4,10.3390/ani12040520,J,jeantet2022
,,,,,"Varo-Cruz, N; Hawkes, LA; Cejudo, D; Lopez, P; Coyne, MS; Godley, BJ; Lopez-Jurado, LF",Satellite tracking derived insights into migration and foraging strategies of male loggerhead turtles in the eastern Atlantic,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,443,NA,10.1016/j.jembe.2013.02.046,J,varocruz2013
,,,,,"Kays, R; Davidson, SC; Berger, M; Bohrer, G; Fiedler, W; Flack, A; Hirt, J; Hahn, C; Gauggel, D; Russell, B; Kolzsch, A; Lohr, A; Partecke, J; Quetting, M; Safi, K; Scharf, A; Schneider, G; Lang, I; Schaeuffelhut, F; Landwehr, M; Storhas, M; van Schalkwyk, L; Vinciguerra, C; Weinzierl, R; Wikelski, M",The Movebank system for studying global animal movement and demography,METHODS IN ECOLOGY AND EVOLUTION,2022,13,2,10.1111/2041-210X.13767,J,kays2022
,,,,,"Muller, CG; Chilvers, BL; Barker, Z; Barnsdale, KP; Battley, PF; French, RK; McCullough, J; Samandari, F",Aerial VHF tracking of wildlife using an unmanned aerial vehicle (UAV): comparing efficiency of yellow-eyed penguin (Megadyptes antipodes) nest location methods,WILDLIFE RESEARCH,2019,46,2,10.1071/WR17147,J,muller2019
,,,,,"Casazza, ML; McDuie, F; Lorenz, AA; Keiter, D; Yee, J; Overton, CT; Peterson, SH; Feldheim, CL; Ackerman, JT",Good prospects: high-resolution telemetry data suggests novel brood site selection behaviour in waterfowl,ANIMAL BEHAVIOUR,2020,164,NA,10.1016/j.anbehav.2020.04.013,J,casazza2020
,,,,,"Gill, RE; Tibbitts, TL; Douglas, DC; Handel, CM; Mulcahy, DM; Gottschalck, JC; Warnock, N; McCaffery, BJ; Battley, PF; Piersma, T",Extreme endurance flights by landbirds crossing the Pacific Ocean: ecological corridor rather than barrier?,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2009,276,1656,10.1098/rspb.2008.1142,J,gill2009
,,,,,"Lennox, RJ; Blouin-Demers, G; Rous, AM; Cooke, SJ",Tracking invasive animals with electronic tags to assess risks and develop management strategies,BIOLOGICAL INVASIONS,2016,18,5,10.1007/s10530-016-1071-z,J,lennox2016
,,,,,"Lennox, RJ; Harcourt, R; Bennett, JR; Davies, A; Ford, AT; Frey, RM; Hayward, MW; Hussey, NE; Iverson, SJ; Kays, R; Kessel, ST; Mcmahon, C; Muelbert, M; Murray, TS; Nguyen, VM; Pye, JD; Roche, DG; Whoriskey, FG; Young, N; Cooke, SJ",A Novel Framework to Protect Animal Data in a World of Ecosurveillance,BIOSCIENCE,2020,70,6,10.1093/biosci/biaa035,J,lennox2020
,,,,,"Poessel, SA; Duerr, AE; Hall, JC; Braham, MA; Katzner, TE",Improving estimation of flight altitude in wildlife telemetry studies,JOURNAL OF APPLIED ECOLOGY,2018,55,4,10.1111/1365-2664.13135,J,poessel2018c
,,,,,"Groom, C; Warren, K; Le Souef, A; Dawson, R",Attachment and performance of Argos satellite tracking devices fitted to black cockatoos (Calyptorhynchus spp.),WILDLIFE RESEARCH,2014,41,7,10.1071/WR14138,J,groom2014
,,,,,"Andriolo, A; Zerbini, AN; MoreiraA, S; Pizzorno, JL; Danilewicz, D; Maia, YG; Mamede, N; Castro, FR; Clapham, P",What do humpback whales Megaptera novaeangliae (Cetartiodactyla: Balaenopteridae) pairs do after tagging?,ZOOLOGIA,2014,31,2,10.1590/S1984-46702014000200001,J,andriolo2014
,,,,,"Kavathekar, D; Mueller, T; Fagan, WF","Introducing AMV (Animal Movement Visualizer), a visualization tool for animal movement data from satellite collars and radiotelemetry",ECOLOGICAL INFORMATICS,2013,15,NA,10.1016/j.ecoinf.2012.12.005,J,kavathekar2013
,,,,,"Schuler, KL; Schroeder, GM; Jenks, JA; Kie, JG",Ad hoc smoothing parameter performance in kernel estimates of GPS-derived home ranges,WILDLIFE BIOLOGY,2014,20,5,10.2981/wlb.12117,J,schuler2014
,,,,,"Vardanis, Y; Nilsson, JA; Klaassen, RHG; Strandberg, R; Alerstam, T",Consistency in long-distance bird migration: contrasting patterns in time and space for two raptors,ANIMAL BEHAVIOUR,2016,113,NA,10.1016/j.anbehav.2015.12.014,J,vardanis2016
